Level,Date and Time,Source,Event ID,Task Category,Activity,Stage,DefenderResponse,Signature
7/15/2021 4:04:14 PM,ESENT,455,Logging/Recovery,"svchost (9112,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 3:50:14 PM,ESENT,455,Logging/Recovery,"svchost (2856,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 3:34:14 PM,ESENT,455,Logging/Recovery,"svchost (8992,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 3:20:14 PM,ESENT,455,Logging/Recovery,"svchost (4448,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 3:04:14 PM,ESENT,455,Logging/Recovery,"svchost (7012,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 2:50:14 PM,ESENT,455,Logging/Recovery,"svchost (1188,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 2:34:14 PM,ESENT,455,Logging/Recovery,"svchost (7028,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 2:20:14 PM,ESENT,455,Logging/Recovery,"svchost (3248,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 2:04:14 PM,ESENT,455,Logging/Recovery,"svchost (8608,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 1:56:14 PM,ESENT,455,Logging/Recovery,"svchost (3908,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 1:50:14 PM,ESENT,455,Logging/Recovery,"svchost (2408,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 1:34:14 PM,ESENT,455,Logging/Recovery,"svchost (2152,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 1:20:14 PM,ESENT,455,Logging/Recovery,"svchost (4388,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 1:04:14 PM,ESENT,455,Logging/Recovery,"svchost (6584,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 12:50:14 PM,ESENT,455,Logging/Recovery,"svchost (1372,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 12:34:14 PM,ESENT,455,Logging/Recovery,"svchost (6612,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 12:20:14 PM,ESENT,455,Logging/Recovery,"svchost (8884,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 12:04:14 PM,ESENT,455,Logging/Recovery,"svchost (9032,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 11:50:14 AM,ESENT,455,Logging/Recovery,"svchost (692,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 11:34:14 AM,ESENT,455,Logging/Recovery,"svchost (3532,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 11:20:14 AM,ESENT,455,Logging/Recovery,"svchost (3916,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 11:04:14 AM,ESENT,455,Logging/Recovery,"svchost (8464,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 10:56:14 AM,ESENT,455,Logging/Recovery,"svchost (6428,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 10:50:14 AM,ESENT,455,Logging/Recovery,"svchost (8908,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 10:34:14 AM,ESENT,455,Logging/Recovery,"svchost (1124,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 10:20:14 AM,ESENT,455,Logging/Recovery,"svchost (8684,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 10:04:14 AM,ESENT,455,Logging/Recovery,"svchost (4644,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 9:50:14 AM,ESENT,455,Logging/Recovery,"svchost (5020,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 9:34:14 AM,ESENT,455,Logging/Recovery,"svchost (5964,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 9:26:14 AM,ESENT,455,Logging/Recovery,"svchost (5836,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 9:20:14 AM,ESENT,455,Logging/Recovery,"svchost (2516,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 9:04:14 AM,ESENT,455,Logging/Recovery,"svchost (6936,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 8:50:14 AM,ESENT,455,Logging/Recovery,"svchost (8820,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 8:34:14 AM,ESENT,455,Logging/Recovery,"svchost (836,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 8:20:14 AM,ESENT,455,Logging/Recovery,"svchost (6148,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 8:04:14 AM,ESENT,455,Logging/Recovery,"svchost (740,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 7:50:14 AM,ESENT,455,Logging/Recovery,"svchost (2260,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 7:34:14 AM,ESENT,455,Logging/Recovery,"svchost (2136,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 7:20:14 AM,ESENT,455,Logging/Recovery,"svchost (6376,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 7:04:14 AM,ESENT,455,Logging/Recovery,"svchost (1384,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 6:50:14 AM,ESENT,455,Logging/Recovery,"svchost (1372,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 6:34:14 AM,ESENT,455,Logging/Recovery,"svchost (5032,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 6:20:14 AM,ESENT,455,Logging/Recovery,"svchost (7116,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 6:04:14 AM,ESENT,455,Logging/Recovery,"svchost (1952,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 5:50:14 AM,ESENT,455,Logging/Recovery,"svchost (4268,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 5:34:14 AM,ESENT,455,Logging/Recovery,"svchost (3332,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 5:20:13 AM,ESENT,455,Logging/Recovery,"svchost (4700,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 5:04:14 AM,ESENT,455,Logging/Recovery,"svchost (8388,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 4:56:13 AM,ESENT,455,Logging/Recovery,"svchost (3840,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 4:50:14 AM,ESENT,455,Logging/Recovery,"svchost (9000,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 4:34:14 AM,ESENT,455,Logging/Recovery,"svchost (8884,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 4:20:14 AM,ESENT,455,Logging/Recovery,"svchost (2324,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 4:11:35 AM,ESENT,455,Logging/Recovery,"svchost (6572,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 4:04:13 AM,ESENT,455,Logging/Recovery,"svchost (8244,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 3:50:13 AM,ESENT,455,Logging/Recovery,"svchost (3532,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 3:34:13 AM,ESENT,455,Logging/Recovery,"svchost (5512,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 3:20:13 AM,ESENT,455,Logging/Recovery,"svchost (8492,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 3:04:13 AM,ESENT,455,Logging/Recovery,"svchost (8044,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 2:50:13 AM,ESENT,455,Logging/Recovery,"svchost (2440,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 2:34:13 AM,ESENT,455,Logging/Recovery,"svchost (4364,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 2:20:13 AM,ESENT,455,Logging/Recovery,"svchost (4848,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 2:04:13 AM,ESENT,455,Logging/Recovery,"svchost (3432,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 1:54:56 AM,ESENT,455,Logging/Recovery,"svchost (2552,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 1:34:13 AM,ESENT,455,Logging/Recovery,"svchost (5864,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 1:20:13 AM,ESENT,455,Logging/Recovery,"svchost (8656,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 1:04:13 AM,ESENT,455,Logging/Recovery,"svchost (4684,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 12:50:13 AM,ESENT,455,Logging/Recovery,"svchost (8440,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 12:34:13 AM,ESENT,455,Logging/Recovery,"svchost (8304,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 12:20:13 AM,ESENT,455,Logging/Recovery,"svchost (4472,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/15/2021 12:04:13 AM,ESENT,455,Logging/Recovery,"svchost (8716,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 11:50:13 PM,ESENT,455,Logging/Recovery,"svchost (380,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 11:34:13 PM,ESENT,455,Logging/Recovery,"svchost (4444,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 11:20:13 PM,ESENT,455,Logging/Recovery,"svchost (2260,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 11:04:13 PM,ESENT,455,Logging/Recovery,"svchost (5144,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 10:56:13 PM,ESENT,455,Logging/Recovery,"svchost (2216,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 10:50:13 PM,ESENT,455,Logging/Recovery,"svchost (8552,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 10:37:09 PM,Microsoft-Windows-Defrag,264,,The storage optimizer couldn't complete retrim on (C:) because: The operation requested is not supported by the hardware backing the volume. (0x8900002A),Normal,Benign,Benign,
7/14/2021 10:34:13 PM,ESENT,455,Logging/Recovery,"svchost (8308,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 10:27:51 PM,Microsoft-Windows-Defrag,264,,The storage optimizer couldn't complete retrim on System Reserved because: The operation requested is not supported by the hardware backing the volume. (0x8900002A),Normal,Benign,Benign,
7/14/2021 10:27:51 PM,Microsoft-Windows-Defrag,264,,The storage optimizer couldn't complete retrim on (C:) because: The operation requested is not supported by the hardware backing the volume. (0x8900002A),Normal,Benign,Benign,
7/14/2021 10:20:13 PM,ESENT,455,Logging/Recovery,"svchost (5380,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 10:04:13 PM,ESENT,455,Logging/Recovery,"svchost (4820,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 9:50:13 PM,ESENT,455,Logging/Recovery,"svchost (8656,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 9:49:16 PM,Microsoft-Windows-Defrag,264,,The storage optimizer couldn't complete retrim on System Reserved because: The operation requested is not supported by the hardware backing the volume. (0x8900002A),Normal,Benign,Benign,
7/14/2021 9:34:13 PM,ESENT,455,Logging/Recovery,"svchost (7968,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 9:20:13 PM,ESENT,455,Logging/Recovery,"svchost (1516,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 9:10:13 PM,ESENT,455,Logging/Recovery,"svchost (3652,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 9:04:13 PM,ESENT,455,Logging/Recovery,"svchost (6776,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 8:50:13 PM,ESENT,455,Logging/Recovery,"svchost (6824,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 8:34:13 PM,ESENT,455,Logging/Recovery,"svchost (4948,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 8:20:13 PM,ESENT,455,Logging/Recovery,"svchost (1516,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 8:04:17 PM,ESENT,455,Logging/Recovery,"svchost (4492,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 7:54:56 PM,ESENT,455,Logging/Recovery,"svchost (6248,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 7:34:18 PM,ESENT,455,Logging/Recovery,"svchost (5080,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 7:20:18 PM,ESENT,455,Logging/Recovery,"svchost (5608,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 7:04:17 PM,ESENT,455,Logging/Recovery,"svchost (7856,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
7/14/2021 6:50:17 PM,ESENT,455,Logging/Recovery,"svchost (8704,R,98) TILEREPOSITORYS-1-5-18: Error -1023 (0xfffffc01) occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log.",Normal,Benign,Benign,
